topic,regression_label_binary,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Cloud storing,0,0.206,0.186,0.265,0.279,0.22,0.372,0.138,0.138,0.138,140,144,284,250-300
Cloud storing,0,0.197,0.131,0.31,0.192,0.235,0.269,0.195,0.163,0.244,124,110,234,200-250
Cloud storing,0,0.159,0.127,0.175,0.089,0.159,0.089,0.167,0.167,0.194,155,144,299,250-300
Cloud storing,0,0.211,0.152,0.246,0.078,0.1,0.078,0.182,0.194,0.255,128,125,253,250-300
Cloud storing,0,0.143,0.179,0.179,0.073,0.124,0.109,0.163,0.163,0.163,87,142,229,200-250
Cloud storing,1,0.286,0.171,0.629,0.136,0.176,0.182,0.377,0.226,0.83,98,162,260,250-300
Cloud storing,1,0.239,0.229,0.448,0.154,0.173,0.256,0.3,0.244,0.667,155,144,299,250-300
Cloud storing,0,0.297,0.207,0.432,0.115,0.148,0.115,0.267,0.204,0.373,159,144,303,300-400
Cloud storing,1,0.203,0.155,0.304,0.302,0.276,0.415,0.268,0.244,0.482,139,202,341,300-400
Cloud storing,0,0.174,0.13,0.174,0.279,0.277,0.465,0.25,0.25,0.25,114,112,226,200-250
Cloud storing,0,0.265,0.235,0.471,0.133,0.163,0.133,0.219,0.155,0.329,113,151,264,250-300
Cloud storing,1,0.154,0.205,0.338,0.261,0.31,0.391,0.207,0.161,0.345,98,178,276,250-300
Cloud storing,0,0.177,0.161,0.274,0.187,0.178,0.312,0.214,0.167,0.357,155,144,299,250-300
Cloud storing,0,0.159,0.159,0.175,0.187,0.209,0.187,0.109,0.109,0.145,168,144,312,300-400
Cloud storing,0,0.113,0.085,0.197,0.133,0.199,0.133,0.184,0.149,0.303,136,165,301,300-400
Cloud storing,0,0.182,0.182,0.234,0.039,0.12,0.078,0.192,0.167,0.269,155,165,320,300-400
Cloud storing,0,0.27,0.189,0.432,0.154,0.173,0.256,0.281,0.292,0.406,155,174,329,300-400
Cloud storing,0,0.19,0.19,0.19,0.145,0.19,0.203,0.152,0.182,0.136,142,139,281,250-300
Cloud storing,0,0.167,0.157,0.278,0.273,0.213,0.364,0.125,0.167,0.167,149,144,293,250-300
Cloud storing,0,0.164,0.197,0.393,0.054,0.088,0.054,0.19,0.127,0.381,117,114,231,200-250
Cloud storing,0,0.246,0.205,0.369,0.151,0.182,0.189,0.19,0.233,0.254,153,130,283,250-300
Cloud storing,0,0.294,0.196,0.441,0.108,0.201,0.054,0.219,0.135,0.438,155,136,291,250-300
Cloud storing,0,0.197,0.208,0.361,0.242,0.271,0.333,0.261,0.188,0.391,113,155,268,250-300
Cloud storing,0,0.24,0.284,0.4,0.12,0.164,0.08,0.25,0.213,0.361,142,183,325,300-400
Cloud storing,0,0.145,0.184,0.261,0.222,0.193,0.311,0.164,0.142,0.23,159,144,303,300-400
Cloud storing,0,0.211,0.228,0.368,0.071,0.183,0.107,0.218,0.17,0.364,128,165,293,250-300
Cloud storing,0,0.274,0.219,0.438,0.154,0.142,0.077,0.262,0.219,0.459,113,188,301,300-400
Cloud storing,0,0.213,0.222,0.4,0.143,0.23,0.143,0.349,0.275,0.571,155,183,338,300-400
Cloud storing,1,0.2,0.183,0.35,0.255,0.222,0.34,0.157,0.118,0.157,149,183,332,300-400
Cloud storing,0,0.203,0.169,0.441,0.14,0.2,0.279,0.24,0.227,0.44,99,155,254,250-300
Cloud storing,0,0.212,0.182,0.273,0.158,0.202,0.053,0.194,0.161,0.258,128,167,295,250-300
Cloud storing,0,0.123,0.115,0.247,0.152,0.165,0.091,0.163,0.136,0.245,58,188,246,200-250
Cloud storing,0,0.197,0.142,0.295,0.471,0.333,0.941,0.162,0.126,0.216,87,149,236,200-250
Cloud storing,1,0.533,0.391,0.96,0.182,0.191,0.182,0.471,0.353,0.882,140,151,291,250-300
Cloud storing,0,0.169,0.197,0.225,0.128,0.165,0.128,0.237,0.202,0.342,128,151,279,250-300
Cloud storing,0,0.243,0.216,0.378,0.226,0.278,0.302,0.14,0.152,0.211,136,202,338,300-400
Cloud storing,0,0.154,0.145,0.333,0.039,0.133,0.078,0.179,0.155,0.286,142,124,266,250-300
Cloud storing,0,0.286,0.243,0.413,0.074,0.113,0.111,0.267,0.244,0.3,113,144,257,250-300
Cloud storing,0,0.237,0.158,0.368,0.122,0.177,0.245,0.217,0.116,0.348,107,178,285,250-300
Cloud storing,1,0.226,0.183,0.419,0.136,0.233,0.318,0.222,0.123,0.296,99,144,243,200-250
Cloud storing,0,0.273,0.263,0.485,0.19,0.116,0.19,0.103,0.103,0.172,83,114,197,100-200
Cloud storing,0,0.246,0.195,0.277,0.222,0.259,0.333,0.107,0.107,0.143,91,150,241,200-250
Cloud storing,1,0.257,0.21,0.286,0.098,0.166,0.098,0.235,0.245,0.324,142,174,316,300-400
Cloud storing,0,0.077,0.128,0.077,0.327,0.301,0.473,0.16,0.12,0.12,140,165,305,300-400
Cloud storing,1,0.158,0.167,0.316,0.122,0.207,0.163,0.226,0.201,0.377,155,183,338,300-400
Cloud storing,1,0.214,0.226,0.25,0.214,0.178,0.429,0.133,0.148,0.267,122,110,232,200-250
Cloud storing,0,0.113,0.113,0.113,0.13,0.207,0.13,0.24,0.213,0.28,139,167,306,300-400
Cloud storing,0,0.267,0.222,0.267,0.156,0.163,0.219,0.296,0.222,0.519,154,118,272,250-300
Cloud storing,0,0.149,0.149,0.239,0.226,0.256,0.377,0.164,0.164,0.197,122,155,277,250-300
Cloud storing,1,0.4,0.297,0.738,0.299,0.257,0.507,0.291,0.218,0.727,155,140,295,250-300
Cloud storing,1,0.407,0.271,0.814,0.161,0.182,0.226,0.571,0.381,1.143,125,155,280,250-300
Cloud storing,1,0.286,0.231,0.449,0.218,0.231,0.255,0.242,0.162,0.485,87,110,197,100-200
Cloud storing,0,0.169,0.147,0.203,0.211,0.226,0.211,0.115,0.154,0.115,83,140,223,200-250
Cloud storing,0,0.167,0.148,0.306,0.182,0.196,0.273,0.218,0.194,0.4,155,178,333,300-400
Cloud storing,0,0.219,0.198,0.281,0.13,0.147,0.217,0.164,0.142,0.197,142,155,297,250-300
Cloud storing,1,0.143,0.095,0.314,0.189,0.227,0.264,0.286,0.254,0.381,149,140,289,250-300
Cloud storing,0,0.31,0.207,0.394,0.25,0.217,0.375,0.394,0.338,0.648,136,167,303,300-400
Cloud storing,0,0.286,0.248,0.457,0.1,0.156,0.1,0.164,0.151,0.26,113,151,264,250-300
Cloud storing,0,0.16,0.187,0.2,0.103,0.19,0.103,0.123,0.092,0.154,178,167,345,300-400
Cloud storing,0,0.228,0.194,0.329,0.151,0.175,0.226,0.143,0.124,0.229,114,178,292,250-300
Cloud storing,0,0.179,0.119,0.209,0.133,0.153,0.133,0.172,0.172,0.172,106,146,252,250-300
Cloud storing,0,0.133,0.089,0.187,0.179,0.178,0.321,0.164,0.12,0.295,167,165,332,300-400
Cloud storing,0,0.14,0.152,0.211,0.213,0.223,0.255,0.176,0.196,0.353,110,155,265,250-300
Cloud storing,1,0.119,0.149,0.119,0.17,0.194,0.128,0.14,0.14,0.14,83,157,240,200-250
Cloud storing,0,0.26,0.208,0.468,0.074,0.168,0.148,0.229,0.19,0.343,149,157,306,300-400
Cloud storing,0,0.28,0.2,0.52,0.218,0.303,0.327,0.216,0.144,0.432,77,114,191,100-200
Cloud storing,0,0.123,0.133,0.185,0.161,0.132,0.194,0.119,0.1,0.179,159,125,284,250-300
Cloud storing,0,0.235,0.196,0.368,0.174,0.201,0.391,0.275,0.209,0.412,155,167,322,300-400
Cloud storing,0,0.225,0.207,0.31,0.256,0.156,0.41,0.242,0.283,0.424,155,167,322,300-400
Cloud storing,1,0.306,0.243,0.447,0.214,0.171,0.286,0.233,0.155,0.279,157,165,322,300-400
Cloud storing,1,0.229,0.229,0.457,0.048,0.098,0.048,0.372,0.31,0.651,110,136,246,200-250
Cloud storing,0,0.295,0.186,0.393,0.095,0.148,0.095,0.185,0.185,0.185,99,110,209,200-250
Cloud storing,0,0.179,0.143,0.179,0.267,0.258,0.356,0.143,0.095,0.095,117,105,222,200-250
Cloud storing,0,0.194,0.185,0.278,0.179,0.222,0.286,0.217,0.145,0.304,99,165,264,250-300
Cloud storing,0,0.313,0.208,0.5,0.164,0.174,0.23,0.291,0.279,0.473,113,136,249,200-250
Cloud storing,1,0.269,0.167,0.577,0.189,0.212,0.34,0.216,0.18,0.432,77,179,256,250-300
Cloud storing,1,0.276,0.241,0.483,0.043,0.119,0.085,0.264,0.214,0.491,110,168,278,250-300
Cloud storing,0,0.203,0.16,0.481,0.128,0.158,0.085,0.222,0.193,0.4,124,140,264,250-300
Cloud storing,0,0.149,0.119,0.119,0.087,0.18,0.087,0.203,0.135,0.359,155,165,320,300-400
Cloud storing,1,0.185,0.144,0.369,0.271,0.23,0.407,0.192,0.179,0.385,142,155,297,250-300
Cloud storing,0,0.121,0.131,0.242,0.085,0.131,0.085,0.267,0.222,0.4,110,155,265,250-300
Cloud storing,0,0.171,0.229,0.314,0.32,0.333,0.4,0.111,0.111,0.185,140,202,342,300-400
Cloud storing,0,0.167,0.176,0.25,0.121,0.208,0.182,0.179,0.19,0.286,114,176,290,250-300
Cloud storing,0,0.137,0.096,0.205,0.158,0.26,0.211,0.167,0.139,0.25,83,124,207,200-250
Cloud storing,1,0.214,0.175,0.405,0.156,0.168,0.219,0.209,0.139,0.328,159,165,324,300-400
Cloud storing,0,0.167,0.198,0.262,0.304,0.257,0.478,0.2,0.124,0.229,114,188,302,300-400
Cloud storing,0,0.197,0.175,0.328,0.159,0.182,0.159,0.222,0.198,0.296,113,140,253,250-300
Cloud storing,1,0.254,0.233,0.317,0.128,0.13,0.213,0.226,0.201,0.302,122,155,277,250-300
Cloud storing,1,0.152,0.162,0.364,0.164,0.222,0.197,0.273,0.197,0.409,140,155,295,250-300
Cloud storing,0,0.163,0.122,0.163,0.111,0.138,0.074,0.182,0.242,0.242,87,128,215,200-250
Cloud storing,1,0.25,0.208,0.344,0.25,0.254,0.25,0.222,0.173,0.37,110,114,224,200-250
Cloud storing,1,0.316,0.269,0.526,0.115,0.117,0.192,0.271,0.203,0.508,110,140,250,200-250
Cloud storing,0,0.225,0.233,0.375,0.125,0.157,0.25,0.212,0.162,0.273,188,167,355,300-400
Cloud storing,0,0.333,0.289,0.467,0.186,0.233,0.279,0.277,0.256,0.4,99,168,267,250-300
Cloud storing,1,0.197,0.186,0.295,0.08,0.115,0.08,0.143,0.19,0.286,125,144,269,250-300
Cloud storing,0,0.175,0.175,0.15,0.156,0.185,0.156,0.186,0.155,0.279,157,167,324,300-400
Cloud storing,0,0.182,0.167,0.227,0.386,0.287,0.737,0.169,0.147,0.203,183,165,348,300-400
Cloud storing,1,0.281,0.219,0.562,0.118,0.146,0.157,0.394,0.3,0.761,142,140,282,250-300
Cloud storing,0,0.158,0.14,0.211,0.19,0.218,0.286,0.083,0.083,0.083,128,188,316,300-400
Cloud storing,0,0.225,0.188,0.366,0.118,0.12,0.196,0.328,0.259,0.418,168,174,342,300-400
Cloud storing,1,0.156,0.177,0.344,0.167,0.209,0.292,0.163,0.136,0.245,128,155,283,250-300
Cloud storing,0,0.171,0.124,0.229,0.211,0.187,0.316,0.095,0.095,0.095,144,151,295,250-300
Cloud storing,0,0.085,0.085,0.085,0.167,0.208,0.267,0.087,0.087,0.13,69,128,197,100-200
Cloud storing,1,0.253,0.228,0.506,0.25,0.306,0.375,0.265,0.206,0.441,155,183,338,300-400
Cloud storing,0,0.193,0.177,0.313,0.308,0.241,0.615,0.2,0.178,0.233,183,167,350,300-400
Cloud storing,0,0.198,0.14,0.346,0.273,0.276,0.364,0.235,0.209,0.392,124,144,268,250-300
Cloud storing,0,0.121,0.152,0.152,0.271,0.187,0.542,0.13,0.13,0.13,125,167,292,250-300
Cloud storing,0,0.164,0.137,0.219,0.17,0.242,0.085,0.237,0.193,0.303,128,151,279,250-300
Cloud storing,0,0.228,0.211,0.329,0.323,0.316,0.548,0.194,0.172,0.29,159,157,316,300-400
Cloud storing,0,0.176,0.157,0.353,0.154,0.19,0.154,0.2,0.173,0.28,155,144,299,250-300
Cloud storing,0,0.244,0.22,0.415,0.275,0.309,0.353,0.194,0.185,0.333,114,183,297,250-300
Cloud storing,0,0.238,0.206,0.381,0.152,0.159,0.242,0.175,0.187,0.351,100,122,222,200-250
Cloud storing,0,0.222,0.185,0.389,0.118,0.186,0.118,0.265,0.233,0.361,159,168,327,300-400
Cloud storing,0,0.222,0.176,0.389,0.154,0.154,0.115,0.188,0.187,0.438,142,178,320,300-400
Cloud storing,0,0.176,0.108,0.324,0.214,0.192,0.321,0.214,0.167,0.357,140,165,305,300-400
Cloud storing,0,0.212,0.162,0.303,0.273,0.213,0.364,0.317,0.275,0.508,128,144,272,250-300
Cloud storing,0,0.299,0.259,0.418,0.16,0.218,0.24,0.239,0.199,0.358,99,151,250,200-250
Cloud storing,1,0.254,0.169,0.508,0.148,0.199,0.259,0.304,0.188,0.652,125,149,274,250-300
Cloud storing,0,0.189,0.216,0.27,0.238,0.188,0.333,0.176,0.157,0.235,114,167,281,250-300
Cloud storing,1,0.282,0.231,0.487,0.128,0.167,0.255,0.296,0.272,0.37,140,162,302,300-400
Cloud storing,0,0.354,0.287,0.557,0.175,0.182,0.281,0.157,0.124,0.243,159,178,337,300-400
Cloud storing,0,0.091,0.136,0.136,0.136,0.205,0.136,0.1,0.1,0.15,77,153,230,200-250
Cryptocurrency,0,0.194,0.172,0.323,0.294,0.272,0.412,0.148,0.148,0.259,138,148,286,250-300
Cryptocurrency,0,0.225,0.235,0.282,0.12,0.215,0.16,0.438,0.312,0.813,148,150,298,250-300
Cryptocurrency,0,0.264,0.198,0.44,0.267,0.25,0.356,0.143,0.119,0.25,141,127,268,250-300
Cryptocurrency,0,0.164,0.175,0.262,0.218,0.214,0.291,0.194,0.258,0.258,87,146,233,200-250
Cryptocurrency,1,0.254,0.216,0.366,0.157,0.187,0.118,0.161,0.172,0.29,134,177,311,300-400
Cryptocurrency,1,0.19,0.169,0.19,0.235,0.269,0.265,0.192,0.205,0.308,115,137,252,250-300
Cryptocurrency,0,0.235,0.196,0.353,0.196,0.19,0.157,0.182,0.182,0.255,88,146,234,200-250
Cryptocurrency,0,0.206,0.176,0.353,0.189,0.186,0.264,0.093,0.109,0.233,130,148,278,250-300
Cryptocurrency,0,0.141,0.15,0.225,0.233,0.212,0.372,0.179,0.19,0.25,138,163,301,300-400
Cryptocurrency,0,0.325,0.25,0.5,0.351,0.292,0.632,0.351,0.297,0.568,146,127,273,250-300
Cryptocurrency,0,0.17,0.17,0.128,0.218,0.22,0.291,0.118,0.118,0.118,128,138,266,250-300
Cryptocurrency,0,0.215,0.144,0.308,0.185,0.203,0.259,0.143,0.179,0.107,138,145,283,250-300
Cryptocurrency,0,0.198,0.173,0.173,0.114,0.137,0.114,0.167,0.222,0.167,158,184,342,300-400
Cryptocurrency,0,0.109,0.145,0.109,0.105,0.173,0.07,0.154,0.103,0.103,80,150,230,200-250
Cryptocurrency,0,0.158,0.184,0.184,0.189,0.201,0.264,0.163,0.163,0.163,156,156,312,300-400
Cryptocurrency,0,0.2,0.173,0.28,0.328,0.255,0.426,0.163,0.163,0.286,96,113,209,200-250
Cryptocurrency,0,0.255,0.227,0.34,0.133,0.086,0.133,0.059,0.059,0.059,87,138,225,200-250
Cryptocurrency,0,0.211,0.167,0.211,0.095,0.129,0.048,0.267,0.256,0.433,150,138,288,250-300
Cryptocurrency,0,0.175,0.094,0.316,0.151,0.207,0.189,0.19,0.159,0.381,115,125,240,200-250
Cryptocurrency,0,0.219,0.183,0.301,0.133,0.138,0.133,0.219,0.192,0.384,115,141,256,250-300
Cryptocurrency,0,0.143,0.143,0.143,0.208,0.206,0.333,0.154,0.115,0.115,99,153,252,250-300
Cryptocurrency,0,0.237,0.175,0.316,0.219,0.209,0.312,0.133,0.144,0.233,135,137,272,250-300
Cryptocurrency,0,0.169,0.188,0.31,0.154,0.142,0.038,0.145,0.182,0.218,135,148,283,250-300
Cryptocurrency,0,0.247,0.183,0.301,0.182,0.161,0.318,0.143,0.155,0.25,137,140,277,250-300
Cryptocurrency,0,0.237,0.192,0.441,0.13,0.168,0.087,0.208,0.153,0.458,99,142,241,200-250
Cryptocurrency,1,0.177,0.135,0.304,0.118,0.183,0.118,0.264,0.214,0.491,138,155,293,250-300
Cryptocurrency,0,0.1,0.067,0.067,0.233,0.269,0.326,0.136,0.136,0.136,91,166,257,250-300
Cryptocurrency,0,0.282,0.225,0.563,0.255,0.252,0.383,0.05,0.05,0.15,138,150,288,250-300
Cryptocurrency,0,0.226,0.164,0.34,0.279,0.285,0.372,0.136,0.106,0.227,87,117,204,200-250
Cryptocurrency,0,0.211,0.129,0.316,0.277,0.206,0.462,0.125,0.187,0.125,80,156,236,200-250
Cryptocurrency,0,0.069,0.103,0.069,0.136,0.235,0.182,0.111,0.111,0.111,87,140,227,200-250
Cryptocurrency,1,0.256,0.188,0.41,0.169,0.191,0.366,0.282,0.244,0.423,137,167,304,300-400
Cryptocurrency,0,0.091,0.091,0.121,0.175,0.196,0.246,0.143,0.143,0.143,135,134,269,250-300
Cryptocurrency,0,0.159,0.106,0.317,0.16,0.196,0.28,0.16,0.16,0.32,91,155,246,200-250
Cryptocurrency,0,0.209,0.169,0.388,0.222,0.24,0.349,0.15,0.15,0.15,115,155,270,250-300
Cryptocurrency,0,0.156,0.125,0.156,0.178,0.186,0.133,0.122,0.122,0.122,138,156,294,250-300
Cryptocurrency,0,0.156,0.139,0.182,0.089,0.154,0.133,0.154,0.133,0.215,127,156,283,250-300
Cryptocurrency,0,0.102,0.068,0.136,0.25,0.248,0.417,0.164,0.175,0.262,116,94,210,200-250
Cryptocurrency,0,0.167,0.148,0.222,0.192,0.152,0.346,0.159,0.116,0.286,139,140,279,250-300
Cryptocurrency,0,0.174,0.155,0.261,0.333,0.297,0.556,0.145,0.073,0.145,138,167,305,300-400
Cryptocurrency,0,0.198,0.156,0.173,0.136,0.181,0.273,0.286,0.243,0.381,150,163,313,300-400
Cryptocurrency,0,0.185,0.195,0.246,0.118,0.231,0.118,0.214,0.19,0.214,99,183,282,250-300
Cryptocurrency,0,0.115,0.154,0.077,0.158,0.235,0.211,0.222,0.167,0.167,87,138,225,200-250
Cryptocurrency,0,0.215,0.174,0.4,0.12,0.158,0.24,0.393,0.306,0.689,148,134,282,250-300
Cryptocurrency,0,0.071,0.107,0.143,0.14,0.18,0.14,0.15,0.1,0.1,115,142,257,250-300
Cryptocurrency,1,0.233,0.155,0.326,0.048,0.103,0.095,0.2,0.156,0.333,87,115,202,200-250
Cryptocurrency,0,0.161,0.161,0.226,0.154,0.168,0.077,0.143,0.143,0.143,115,148,263,250-300
Cryptocurrency,0,0.2,0.192,0.325,0.208,0.2,0.292,0.092,0.123,0.154,139,177,316,300-400
Cryptocurrency,0,0.103,0.103,0.103,0.186,0.215,0.233,0.056,0.056,0.056,45,123,168,100-200
Cryptocurrency,0,0.225,0.233,0.375,0.125,0.153,0.083,0.2,0.178,0.333,135,127,262,250-300
Cryptocurrency,1,0.123,0.103,0.154,0.152,0.231,0.242,0.157,0.092,0.235,115,167,282,250-300
Cryptocurrency,0,0.114,0.095,0.2,0.143,0.182,0.143,0.208,0.153,0.375,88,141,229,200-250
Cryptocurrency,0,0.143,0.095,0.2,0.161,0.161,0.194,0.149,0.1,0.209,104,153,257,250-300
Cryptocurrency,0,0.169,0.169,0.169,0.12,0.159,0.08,0.226,0.201,0.264,125,150,275,250-300
Cryptocurrency,1,0.246,0.175,0.456,0.163,0.196,0.163,0.261,0.174,0.522,138,134,272,250-300
Cryptocurrency,0,0.066,0.098,0.098,0.105,0.121,0.105,0.154,0.154,0.115,115,138,253,250-300
Cryptocurrency,0,0.167,0.127,0.214,0.2,0.221,0.2,0.133,0.059,0.178,141,156,297,250-300
Cryptocurrency,0,0.11,0.11,0.11,0.204,0.222,0.408,0.105,0.105,0.105,150,150,300,250-300
Cryptocurrency,0,0.192,0.167,0.269,0.162,0.178,0.162,0.129,0.14,0.226,99,115,214,200-250
Cryptocurrency,0,0.105,0.07,0.105,0.157,0.194,0.235,0.146,0.163,0.293,128,156,284,250-300
Cryptocurrency,0,0.167,0.125,0.208,0.12,0.101,0.08,0.2,0.2,0.2,87,138,225,200-250
Cryptocurrency,0,0.123,0.099,0.123,0.1,0.173,0.133,0.265,0.206,0.412,134,138,272,250-300
Cryptocurrency,0,0.172,0.138,0.138,0.203,0.253,0.305,0.364,0.291,0.582,80,138,218,200-250
Cryptocurrency,0,0.114,0.114,0.171,0.157,0.2,0.157,0.082,0.082,0.082,156,140,296,250-300
Cryptocurrency,0,0.182,0.158,0.255,0.071,0.091,0.071,0.187,0.146,0.312,87,145,232,200-250
Cryptocurrency,0,0.136,0.091,0.091,0.242,0.285,0.394,0.121,0.121,0.121,80,134,214,200-250
Cryptocurrency,0,0.103,0.103,0.103,0.146,0.181,0.146,0.133,0.133,0.133,73,123,196,100-200
Cryptocurrency,1,0.465,0.341,0.93,0.233,0.213,0.372,0.235,0.157,0.549,88,128,216,200-250
Cryptocurrency,0,0.154,0.103,0.246,0.158,0.115,0.158,0.115,0.128,0.192,87,127,214,200-250
Cryptocurrency,0,0.141,0.141,0.141,0.145,0.181,0.255,0.069,0.069,0.069,145,150,295,250-300
Cryptocurrency,0,0.173,0.181,0.296,0.113,0.179,0.189,0.431,0.353,0.667,150,155,305,300-400
Cryptocurrency,0,0.25,0.208,0.275,0.203,0.197,0.319,0.383,0.312,0.511,146,155,301,300-400
Cryptocurrency,0,0.185,0.205,0.338,0.256,0.245,0.308,0.24,0.187,0.4,99,138,237,200-250
Cryptocurrency,0,0.102,0.079,0.203,0.111,0.151,0.074,0.16,0.116,0.187,88,137,225,200-250
Cryptocurrency,0,0.154,0.103,0.154,0.148,0.163,0.111,0.167,0.167,0.167,80,87,167,100-200
Cryptocurrency,1,0.182,0.139,0.338,0.172,0.172,0.241,0.269,0.192,0.577,140,155,295,250-300
Cryptocurrency,0,0.208,0.165,0.234,0.041,0.192,0.163,0.118,0.118,0.118,150,135,285,250-300
Cryptocurrency,1,0.207,0.138,0.414,0.154,0.233,0.205,0.265,0.186,0.559,88,148,236,200-250
Cryptocurrency,0,0.222,0.159,0.19,0.16,0.122,0.32,0.115,0.115,0.115,120,148,268,250-300
Cryptocurrency,0,0.286,0.21,0.514,0.108,0.092,0.216,0.276,0.23,0.414,48,87,135,100-200
Cryptocurrency,1,0.275,0.208,0.45,0.712,0.519,1.322,0.227,0.197,0.273,135,155,290,250-300
Cryptocurrency,0,0.107,0.08,0.107,0.185,0.187,0.222,0.143,0.107,0.107,148,140,288,250-300
Cryptocurrency,0,0.205,0.188,0.359,0.23,0.242,0.361,0.271,0.237,0.475,137,148,285,250-300
Cryptocurrency,0,0.161,0.129,0.097,0.105,0.118,0.07,0.2,0.16,0.16,115,146,261,250-300
Cryptocurrency,1,0.098,0.098,0.098,0.154,0.178,0.115,0.12,0.12,0.12,91,167,258,250-300
Cryptocurrency,0,0.151,0.189,0.113,0.203,0.196,0.339,0.178,0.222,0.222,115,131,246,200-250
Cryptocurrency,0,0.12,0.12,0.12,0.158,0.219,0.211,0.158,0.158,0.158,91,138,229,200-250
Cryptocurrency,1,0.197,0.167,0.318,0.17,0.247,0.17,0.24,0.187,0.4,99,135,234,200-250
Cryptocurrency,0,0.162,0.054,0.162,0.145,0.183,0.255,0.085,0.085,0.085,80,88,168,100-200
Cryptocurrency,0,0.172,0.149,0.241,0.157,0.167,0.235,0.154,0.09,0.231,128,145,273,250-300
Cryptocurrency,0,0.174,0.174,0.203,0.082,0.113,0.082,0.226,0.183,0.355,125,148,273,250-300
Cryptocurrency,0,0.107,0.107,0.107,0.12,0.143,0.12,0.13,0.13,0.174,125,177,302,300-400
Cryptocurrency,0,0.286,0.243,0.413,0.176,0.176,0.176,0.302,0.252,0.453,128,142,270,250-300
Cryptocurrency,1,0.125,0.167,0.25,0.276,0.23,0.379,0.167,0.111,0.222,128,155,283,250-300
Cryptocurrency,0,0.062,0.062,0.062,0.143,0.19,0.214,0.13,0.087,0.087,115,166,281,250-300
Cryptocurrency,0,0.203,0.211,0.304,0.087,0.153,0.087,0.173,0.156,0.272,139,127,266,250-300
Cryptocurrency,0,0.209,0.149,0.209,0.185,0.173,0.259,0.192,0.115,0.192,134,166,300,250-300
Cryptocurrency,0,0.135,0.108,0.189,0.241,0.233,0.31,0.12,0.08,0.16,142,195,337,300-400
Cryptocurrency,0,0.235,0.18,0.306,0.19,0.218,0.19,0.189,0.144,0.243,127,177,304,300-400
Cryptocurrency,0,0.329,0.211,0.456,0.195,0.176,0.39,0.237,0.211,0.474,148,127,275,250-300
Cryptocurrency,0,0.113,0.088,0.189,0.14,0.13,0.14,0.083,0.083,0.208,80,148,228,200-250
Cryptocurrency,0,0.082,0.122,0.122,0.213,0.16,0.383,0.105,0.158,0.105,91,134,225,200-250
Cryptocurrency,1,0.105,0.053,0.053,0.25,0.219,0.375,0.111,0.074,0.037,48,88,136,100-200
Cryptocurrency,0,0.182,0.156,0.26,0.105,0.133,0.105,0.179,0.202,0.393,156,145,301,300-400
Cryptocurrency,0,0.182,0.141,0.333,0.242,0.297,0.424,0.211,0.129,0.351,137,134,271,250-300
Cryptocurrency,0,0.167,0.1,0.067,0.108,0.118,0.216,0.075,0.075,0.075,48,177,225,200-250
Cryptocurrency,0,0.152,0.143,0.253,0.169,0.182,0.237,0.204,0.15,0.408,167,165,332,300-400
Cryptocurrency,0,0.127,0.159,0.159,0.296,0.287,0.444,0.314,0.288,0.353,134,156,290,250-300
Cryptocurrency,0,0.116,0.145,0.116,0.222,0.223,0.259,0.0,0.0,0.0,150,156,306,300-400
Cryptocurrency,0,0.113,0.113,0.189,0.074,0.163,0.148,0.13,0.101,0.217,80,145,225,200-250
Cryptocurrency,1,0.247,0.219,0.411,0.151,0.217,0.377,0.151,0.201,0.34,135,140,275,250-300
Cryptocurrency,0,0.066,0.066,0.066,0.235,0.27,0.392,0.095,0.095,0.095,128,166,294,250-300
Cryptocurrency,0,0.149,0.129,0.209,0.186,0.168,0.233,0.189,0.126,0.226,153,150,303,300-400
Cryptocurrency,0,0.203,0.164,0.319,0.111,0.117,0.074,0.215,0.144,0.338,139,125,264,250-300
Cryptocurrency,0,0.133,0.104,0.222,0.211,0.173,0.421,0.187,0.125,0.312,80,138,218,200-250
Cryptocurrency,0,0.205,0.154,0.154,0.222,0.218,0.286,0.162,0.108,0.162,65,78,143,100-200
Cryptocurrency,0,0.12,0.093,0.2,0.27,0.251,0.378,0.102,0.102,0.136,88,138,226,200-250
Cryptocurrency,0,0.098,0.098,0.164,0.143,0.235,0.25,0.154,0.115,0.154,115,145,260,250-300
Cryptocurrency,0,0.25,0.176,0.472,0.222,0.254,0.311,0.226,0.161,0.419,138,140,278,250-300
Cryptocurrency,0,0.136,0.113,0.169,0.218,0.178,0.291,0.242,0.242,0.242,91,146,237,200-250
Cryptocurrency,0,0.222,0.159,0.286,0.571,0.415,1.143,0.0,0.065,0.065,138,150,288,250-300
Cryptocurrency,1,0.136,0.102,0.136,0.157,0.204,0.314,0.158,0.105,0.105,150,115,265,250-300
Cryptocurrency,0,0.25,0.175,0.375,0.211,0.195,0.316,0.15,0.2,0.25,167,184,351,300-400
Cryptocurrency,1,0.154,0.171,0.308,0.071,0.098,0.071,0.071,0.071,0.071,87,91,178,100-200
Cryptocurrency,0,0.182,0.152,0.212,0.237,0.212,0.271,0.226,0.237,0.355,153,137,290,250-300
