,sentence_1,sentence_2
2158,prohibition raises the cost of production by at least 400 percent. legalizing marijuana would cause the price of marijuana to,marijuana will bring in many millions in revenue.
2159,taxing the drug could raise millions of dollars each year.,"legalizing it would reduce the prices, it 'd be taxed making a lot of money from"
2160,marijuana use could double in California if legalization passes.,smoking the drug can make it a high-risk activity for seniors.
2161,"'proposition 19 is going to add to employers â burdens,' says employment lawyer. it","health and mental wellness problems, accidents and damage to our economic productivity will far out strip any tax."
2162,$ 25.7 billion would accrue to state and local governments. $ 15.6 billion to the federal government -,savings would result from : the reduction of expenditures of police resources by eliminating drug arrests.
2163,"taxing the drug could raise between $ 5 and $ 22 million annually. in Colorado, for example, analysts",a 10-percent decrease in the price of marijuana would increase the prevalence of cocaine use by 4.4 to 4.9
2164,"legalizing it would reduce the prices, it 'd be taxed making a lot of money from",any reduction in the cost of drug control ( due to lower law enforcement expenditure ) will be offset by much higher expenditure
2165,legalized marijuana is linked to a reduction in prescription drug use and opioid-related deaths.,recreational marijuana benefits outweigh drawbacks.
2166,pot legalization will have a heaviest impact on poorer neighborhoods. the fear of edibles and,research suggests that prescription drug use might be linked to a higher risk of prescribing.
2167,legalization of the drug may have societal costs outweigh benefits.,"the health and good benefits includes, treating Alzheimer âs."
2168,"teens use of marijuana has stayed flat. motor vehicle accidents involving marijuana have not increased, and thousands of",AAA of fatal crashes in Washington found that the share of drivers involved in fatal accidents who had recently used marijuana more than double
2169,legalization of marijuana would increase demand for the drug. it would almost certainly exacerbate drug-related crime and cause,"war on drugs cost over $ 51 billion annually, according to the drug policy alliance."
2170,each year we spend more than $ 200 billion on its social costs. we collect only about $ 25 billion in taxes,"teens use of marijuana has stayed flat. motor vehicle accidents involving marijuana have not increased, and thousands of"
2171,it would put the drug dealers out of business.,the drug trade remains a lucrative source of economic opportunity for street dealers.
2172,marijuana is addictive.,marijuana is not as addictive as some may think.
2173,the result could save lives while taking pressure off of law enforcement.,this would save lives while taking the weight off from law enforcement.
2174,legalization of drugs would yield tax revenues of $ 46.7 billion annually. assuming legal drugs were taxed,almost $ 4 million in annual tax revenue has gone to college scholarships.
